epoch,train_sse
1.360000000000000000e+02,7.493698562362826010e+01
1.370000000000000000e+02,8.416530180857333221e+01
1.380000000000000000e+02,7.398427089324235340e+01
1.390000000000000000e+02,5.993915811083919465e+01
1.400000000000000000e+02,7.483623425975251564e+01
1.410000000000000000e+02,8.140256827143124951e+01
1.420000000000000000e+02,8.124973575834576422e+01
1.430000000000000000e+02,7.612534812377593596e+01
1.440000000000000000e+02,8.065831106669511996e+01
1.450000000000000000e+02,6.385109819061402447e+01
1.460000000000000000e+02,7.566862820212962504e+01
1.470000000000000000e+02,7.488151474742196001e+01
1.480000000000000000e+02,8.340200859810937573e+01
1.490000000000000000e+02,6.364427584009406758e+01
1.500000000000000000e+02,7.315165121875388365e+01
1.510000000000000000e+02,8.141023191841034645e+01
1.520000000000000000e+02,6.841811890598837920e+01
1.530000000000000000e+02,6.865340437087598957e+01
1.540000000000000000e+02,5.485614920708435704e+01
1.550000000000000000e+02,7.193841691029469132e+01
1.560000000000000000e+02,6.835670854260445140e+01
1.570000000000000000e+02,7.406160557175273595e+01
1.580000000000000000e+02,5.711357222999485117e+01
1.590000000000000000e+02,1.019052500079371271e+02
1.600000000000000000e+02,7.248508505136585711e+01
1.610000000000000000e+02,7.951823566283674438e+01
1.620000000000000000e+02,6.668808726746938476e+01
1.630000000000000000e+02,6.224562076683032075e+01
1.640000000000000000e+02,6.507038399073496748e+01
1.650000000000000000e+02,6.595582002861195292e+01
1.660000000000000000e+02,7.274511075207854560e+01
1.670000000000000000e+02,6.434295252352227124e+01
1.680000000000000000e+02,7.102760572059989386e+01
1.690000000000000000e+02,8.088578506162205883e+01
1.700000000000000000e+02,6.139522194721688209e+01
1.710000000000000000e+02,6.371815571253893751e+01
1.720000000000000000e+02,6.319390650985550195e+01
1.730000000000000000e+02,7.277463171430402156e+01
1.740000000000000000e+02,7.397552022140219208e+01
1.750000000000000000e+02,6.236564032517685519e+01
1.760000000000000000e+02,6.844487351616078286e+01
1.770000000000000000e+02,6.495689003782955240e+01
1.780000000000000000e+02,5.770880803195288422e+01
1.790000000000000000e+02,6.661133831113502879e+01
1.800000000000000000e+02,6.084335438656391659e+01
1.810000000000000000e+02,5.601421657731517456e+01
1.820000000000000000e+02,5.766497308694531654e+01
1.830000000000000000e+02,6.555965093270631883e+01
1.840000000000000000e+02,6.108587054095331581e+01
1.850000000000000000e+02,6.285750879708548666e+01
1.860000000000000000e+02,6.903853058398495079e+01
1.870000000000000000e+02,5.927078213967354969e+01
1.880000000000000000e+02,5.791304043297313342e+01
1.890000000000000000e+02,5.761699471562109665e+01
1.900000000000000000e+02,5.239603340998938563e+01
1.910000000000000000e+02,5.212664109466533091e+01
1.920000000000000000e+02,5.656814453504673423e+01
1.930000000000000000e+02,5.826243641163434006e+01
1.940000000000000000e+02,6.461233962741657422e+01
1.950000000000000000e+02,5.276115900480809984e+01
1.960000000000000000e+02,7.117803278531032163e+01
1.970000000000000000e+02,5.961676503655568382e+01
1.980000000000000000e+02,5.644925363236998805e+01
1.990000000000000000e+02,5.439532716491535069e+01
2.000000000000000000e+02,5.645137327239605440e+01
